Node 1	Node 2
arsenic	344814118231101
arsenic	335642118103705
arsenic	335545118061102
arsenic	335312118200705
arsenic	340157118404901
arsenic	334657118160002
arsenic	340703117421901
arsenic	335609118000201
arsenic	335215118102001
arsenic	335431118173102
arsenic	335829118065201
arsenic	344841118240301
arsenic	342600118170001
arsenic	336626118255150
arsenic	342700118290001
arsenic	340148118030901
arsenic	340046118182705
arsenic	341800118220001
arsenic	344500118260001
arsenic	340156118411401
arsenic	344112118093201
arsenic	335938118110501
arsenic	343000118320001
arsenic	343845117504301
arsenic	340156118405202
arsenic	334706118171702
arsenic	340159118414601
arsenic	334753118051901
arsenic	335236118232103
arsenic	335535118123904
arsenic	344136118062901
arsenic	344305118091801
arsenic	340653117423701
arsenic	334712118124302
arsenic	11082800
arsenic	335131118204506
arsenic	341705118132401
arsenic	335943118042217
arsenic	334904118130302
arsenic	344134118044301
arsenic	344759118223201
arsenic	344834118151401
arsenic	340400117530001
arsenic	340233118011301
arsenic	340715118055401
arsenic	335842118034104
arsenic	335858118183501
arsenic	335943118042205
arsenic	334712118124301
arsenic	335049118032904
arsenic	335337118113405
arsenic	343000118210001
arsenic	335943118042246
arsenic	335943118042223
arsenic	335943118042202
arsenic	335546118024304
arsenic	340800117460001
arsenic	335842118034106
arsenic	340106118134803
arsenic	335239118061505
arsenic	340624117434301
arsenic	344310118172601
arsenic	334751118131901
arsenic	11098000
arsenic	335735118085805
arsenic	344856117541801
arsenic	335738118051301
arsenic	335817118051301
arsenic	334751118131902
arsenic	341100118090001
arsenic	343546118091601
arsenic	344700118360001
arsenic	344138117581901
arsenic	335801118213105
arsenic	340006118061401
arsenic	342400117460001
arsenic	340157118413103
arsenic	335710118225001
arsenic	343400117590001
arsenic	343932118144001
arsenic	340205118405901
arsenic	344123118080001
arsenic	335112118090401
arsenic	335642118103701
arsenic	341100118200001
arsenic	335028118053908
arsenic	335849118112203
arsenic	340554118025901
arsenic	335946118042102
arsenic	335049118032903
arsenic	334837118085704
arsenic	335609118000104
arsenic	344759118221303
arsenic	344728118224201
arsenic	334657118160001
arsenic	335735118085802
arsenic	335943118042204
arsenic	335818118051201
arsenic	340046118182702
arsenic	344751118241921
arsenic	343951118070001
arsenic	344100118170001
arsenic	335735118085803
arsenic	344759118221302
arsenic	335314118221301
arsenic	335642118103703
arsenic	334837118085705
arsenic	342422118401701
arsenic	335643118105801
arsenic	344500118100001
arsenic	340400118230001
arsenic	335735118085806
arsenic	340027118071903
arsenic	335818118051203
arsenic	335943118042249
arsenic	343704118095601
arsenic	343331118014901
arsenic	335849118112206
arsenic	341300118220001
arsenic	335515118112101
arsenic	342000117590001
arsenic	344703118095601
arsenic	340005118043304
arsenic	335943118042219
arsenic	335943118042207
arsenic	341423117530201
arsenic	343826118035801
arsenic	334815118184705
arsenic	335517118081306
arsenic	342404118450101
arsenic	335126118155802
arsenic	344123118075501
arsenic	340206118410701
arsenic	335900118220001
arsenic	335818118051204
arsenic	343404117593101
arsenic	335258118002402
arsenic	340152118405901
arsenic	340030118041201
arsenic	335443118215505
arsenic	342623118190401
arsenic	335312118200703
arsenic	335952118155602
arsenic	334737118101906
arsenic	335028118053906
arsenic	342000117580001
arsenic	335126118155801
arsenic	340405118243001
arsenic	335600118150001
arsenic	11104000
arsenic	335517118081301
arsenic	335943118042208
arsenic	341732118171101
arsenic	334637118172701
arsenic	340835118055401
arsenic	335943118042221
arsenic	335312118200706
arsenic	344835117531304
arsenic	335529118065501
arsenic	344042118130301
arsenic	335943118042210
arsenic	344239118074601
arsenic	335943118042214
arsenic	340800118160001
arsenic	334657118160005
arsenic	341100118010001
arsenic	335535118124003
arsenic	334704118192601
arsenic	344800118221304
arsenic	334747118132303
arsenic	335013118142503
arsenic	335235118175904
arsenic	340030118041203
arsenic	335859118045001
arsenic	344104118053101
arsenic	344759118221301
arsenic	342700118370001
arsenic	340620118060301
arsenic	335100118120403
arsenic	341300118150001
arsenic	335100118120406
arsenic	335737118192503
arsenic	340027118041503
arsenic	335645118105601
arsenic	340030118041202
arsenic	344636118320801
arsenic	344028118112601
arsenic	335028118053905
arsenic	335028118053904
arsenic	334921118165303
arsenic	335431118173104
arsenic	335801118213101
arsenic	335218118200901
arsenic	334747118132302
arsenic	335013118142502
arsenic	342800118280001
arsenic	335943118042212
arsenic	341800118010001
arsenic	335517118081305
arsenic	344158118124801
arsenic	342535118350801
arsenic	334753118051905
arsenic	344816118224001
arsenic	340500118010001
arsenic	340245118411501
arsenic	334753118051906
arsenic	344551117553101
arsenic	335545118061105
arsenic	341400117490001
arsenic	340027118071901
arsenic	335047118061601
arsenic	341200118140001
arsenic	344800118221301
arsenic	335555118204006
arsenic	335131118204505
arsenic	335723118245505
arsenic	335517118081303
arsenic	342900118360002
arsenic	340215118455401
arsenic	344209118183801
arsenic	335849118112205
arsenic	335943118042224
arsenic	335028118053902
arsenic	340206118405901
arsenic	340027118071906
arsenic	342045118215201
arsenic	11080000
arsenic	340157118413102
arsenic	335443118031902
arsenic	335735118085801
arsenic	335716118135104
arsenic	335443118215502
arsenic	344457117581001
arsenic	335048118212901
arsenic	335842118034105
arsenic	334600117590001
arsenic	344030118110001
arsenic	335716118135102
arsenic	335312118200704
arsenic	344751118241901
arsenic	341837118262201
arsenic	335555118204001
arsenic	335443118215504
arsenic	342200117430001
arsenic	344910117533103
arsenic	340210118405401
arsenic	340156118410601
arsenic	344003118074901
arsenic	335943118042220
arsenic	334944118203305
arsenic	344109118092601
arsenic	340157118413301
arsenic	344338118022501
arsenic	344729118224308
arsenic	343139118314301
arsenic	341000118050001
arsenic	344751118241925
arsenic	335841118135801
arsenic	344415118130501
arsenic	335710118105101
arsenic	343943118081801
arsenic	334837118085702
arsenic	340600117540001
arsenic	334657118160004
arsenic	340100118100001
arsenic	340655118451801
arsenic	335735118085804
arsenic	340000118120001
arsenic	341900117490001
arsenic	335801118213103
arsenic	344240118074301
arsenic	335100118120405
arsenic	335842118034102
arsenic	344800118221309
arsenic	343727118085202
arsenic	340524117445001
arsenic	335100118120402
arsenic	335236118232101
arsenic	334921118165301
arsenic	334802118141805
arsenic	341448118020001
arsenic	344828118372601
arsenic	334656118162801
arsenic	334944118203301
arsenic	342404118450102
arsenic	340155118405201
arsenic	335733118164704
arsenic	342422118401702
arsenic	334710118145801
arsenic	344836118221108
arsenic	340040118100906
arsenic	335517118081304
arsenic	335028118053901
arsenic	340700118130001
arsenic	341300118243801
arsenic	342456118322001
arsenic	335545118061104
arsenic	334741118134602
arsenic	344817118233101
arsenic	335733118164705
arsenic	335829118065204
arsenic	335535118124002
arsenic	334921118165305
arsenic	344759118223101
arsenic	342200118100001
arsenic	334802118141802
arsenic	344002118074701
arsenic	335555118204005
arsenic	343122118024401
arsenic	344836118221104
arsenic	342632118084501
arsenic	334753118051902
arsenic	344125118075801
arsenic	340027118041504
arsenic	335235118175901
arsenic	334840118122802
arsenic	340900117550001
arsenic	344446118074901
arsenic	335535118123906
arsenic	334815118184704
arsenic	342200117400001
arsenic	340511118003101
arsenic	340030118041204
arsenic	335440118081101
arsenic	340207118410401
arsenic	340900118170001
arsenic	344753118241601
arsenic	343717118063601
arsenic	335733118164706
arsenic	342300118040001
arsenic	335000118200001
arsenic	335555118204002
arsenic	335842118034101
arsenic	335943118042248
arsenic	344910117533104
arsenic	335752118080201
arsenic	335236118232106
arsenic	343040118363801
arsenic	341400118030001
arsenic	334626118043601
arsenic	335723118245502
arsenic	335609118000105
arsenic	335112118090402
arsenic	340040118100902
arsenic	335952118155603
arsenic	342507118380303
arsenic	335737118192501
arsenic	340043118040001
arsenic	335112118090406
arsenic	335131118204502
arsenic	342557118353801
arsenic	341600118090001
arsenic	335818118051206
arsenic	335258118002404
arsenic	343144117572901
arsenic	335046118055501
arsenic	340040118100903
arsenic	343244118305801
arsenic	335049118032905
arsenic	334944118203306
arsenic	334737118101904
arsenic	341735118112101
arsenic	340046118182706
arsenic	11095500
arsenic	335742118113301
arsenic	342526118322101
arsenic	342527118323001
arsenic	334753118051904
arsenic	334802118141803
arsenic	344815118234601
arsenic	335716118135105
arsenic	340235118295901
arsenic	334815118184701
arsenic	340607118034801
arsenic	344400118350001
arsenic	344000118250001
arsenic	11097490
arsenic	335943118042215
arsenic	341400118130001
arsenic	344843118215601
arsenic	334737118101905
arsenic	342359118424501
arsenic	344006118082601
arsenic	340152118273601
arsenic	340046118182703
arsenic	335235118175903
arsenic	344135118044801
arsenic	334921118165302
arsenic	344751118241903
arsenic	335524118152004
arsenic	341900118190002
arsenic	334921118165304
arsenic	344504118050301
arsenic	344910117533106
arsenic	343951118065901
arsenic	334706118171701
arsenic	340521117564201
arsenic	342643117505201
arsenic	335943118042218
arsenic	344815118240401
arsenic	335917118141003
arsenic	335049118032906
arsenic	335333118140604
arsenic	340200118270001
arsenic	344752118241901
arsenic	340208118411001
arsenic	334737118101901
arsenic	340106118134802
arsenic	343515118101401
arsenic	343000118270001
arsenic	335818118125301
arsenic	335849118112202
arsenic	335952118155601
arsenic	344751118241801
arsenic	340040118100904
arsenic	335555118204007
arsenic	340156118411101
arsenic	335443118031905
arsenic	335302118072201
arsenic	340023118200201
arsenic	335126118155803
arsenic	11103010
arsenic	344130118075701
arsenic	335236118232105
arsenic	335535118124001
arsenic	335917118141001
arsenic	334900118140001
arsenic	335943118042228
arsenic	335943118042213
arsenic	342507118380301
arsenic	335952118155604
arsenic	335100118120404
arsenic	340005118043302
arsenic	335049118032902
arsenic	335943118042243
arsenic	344011118074701
arsenic	344829118222801
arsenic	344404117550001
arsenic	334815118184703
arsenic	343100118190001
arsenic	340046118182704
arsenic	344109118092201
arsenic	344218118083301
arsenic	335258118002405
arsenic	343900118110001
arsenic	340400118240001
arsenic	335236118232107
arsenic	344306118092601
arsenic	335028118053907
arsenic	340046118182701
arsenic	342900118360001
arsenic	343837117493901
arsenic	335943118042206
arsenic	344729118224304
arsenic	335524118152001
arsenic	334615118131002
arsenic	335810118070201
arsenic	344415118130301
arsenic	334904118130305
arsenic	342600118330001
arsenic	335555118204003
arsenic	344751118241915
arsenic	344248118074701
arsenic	340154118405101
arsenic	335545118061101
arsenic	344911117524001
arsenic	340157118405201
arsenic	341700118270001
arsenic	334904118130301
arsenic	335443118215503
arsenic	343222117552901
arsenic	340800117560001
arsenic	334837118085703
arsenic	340618117573401
arsenic	335033118193101
arsenic	335943118042216
arsenic	334841118140001
arsenic	334753118051903
arsenic	344623117550001
arsenic	335314118223801
arsenic	343953118041901
arsenic	342505118053701
arsenic	334904118202401
arsenic	340500118030001
arsenic	335801118213102
arsenic	335935118042901
arsenic	340700117560001
arsenic	334944118203304
arsenic	334944118203303
arsenic	335818118051205
arsenic	340027118041502
arsenic	340208118410101
arsenic	340537117425501
arsenic	343609118063801
arsenic	335921118043001
arsenic	344005118081801
arsenic	335337118113403
arsenic	344103118035501
arsenic	342700118280001
arsenic	335030118070001
arsenic	343604118085501
arsenic	340931118062901
arsenic	344835117531302
arsenic	335723118245503
arsenic	11097500
arsenic	340202118404401
arsenic	335400118070001
arsenic	344910117532402
arsenic	335443118215501
arsenic	344800118221308
arsenic	343326117591701
arsenic	334815118184702
arsenic	342600118190001
arsenic	340156118405201
arsenic	335943118042242
arsenic	344751118241911
arsenic	344910117533101
arsenic	333420118060501
arsenic	340005118043303
arsenic	340100118210001
arsenic	343752118012001
arsenic	335642118103702
arsenic	341844118294409
arsenic	344849117545801
arsenic	334657118160003
arsenic	335013118142501
arsenic	335943118042403
arsenic	340112118033701
arsenic	343522118095701
arsenic	335535118123903
arsenic	335500118200001
arsenic	334737118101902
arsenic	334748118141901
cadmium	335235118175902
cadmium	11098000
cadmium	335100118120401
cadmium	344834118151401
cadmium	340027118041502
cadmium	344130118075701
cadmium	334704118192601
cadmium	335209118080101
cadmium	335546118024304
cadmium	344800118221308
cadmium	334944118203301
cadmium	335859118045001
cadmium	341930117561301
cadmium	340157118413102
cadmium	344248118074701
cadmium	340607118034801
cadmium	335943118042225
cadmium	344836118221108
cadmium	335000118200001
cadmium	340005118043302
cadmium	344415118130301
cadmium	335921118043001
cadmium	340205118405901
cadmium	334815118184701
cadmium	335943118042216
cadmium	334944118203305
cadmium	335943118042201
cadmium	340900118170001
cadmium	335943118042403
cadmium	340235118295901
cadmium	335943118042242
cadmium	335719118101501
cadmium	334747118132303
cadmium	334904118130304
cadmium	335817118051301
cadmium	335047118061601
cadmium	335126118155803
cadmium	340155118410201
cadmium	344835117531301
cadmium	335126118155801
cadmium	341838118065201
cadmium	335716118135106
cadmium	334615118131001
cadmium	341100118240001
cadmium	344751118241802
cadmium	343546118091601
cadmium	342507118380303
cadmium	335112118090402
cadmium	335013118142504
cadmium	341300118240001
cadmium	344753118241601
cadmium	342526118322101
cadmium	334837118085701
cadmium	344306118092601
cadmium	335943118042245
cadmium	335943118042213
cadmium	11104000
cadmium	340040118100901
cadmium	344728118224201
cadmium	344135118044801
cadmium	343717118063601
cadmium	341300118220001
cadmium	340624117434301
cadmium	335943118042217
cadmium	334747118132304
cadmium	335642118103705
cadmium	342400117490001
cadmium	344008118074701
cadmium	335801118213101
cadmium	335524118152002
cadmium	335239118061501
cadmium	335435118115201
cadmium	340233118011301
cadmium	344800118221304
cadmium	344910117533104
cadmium	344200118330001
cadmium	335712118054901
cadmium	334815118184702
cadmium	343953118041901
cadmium	335200118060001
cadmium	344753118241801
cadmium	335112118090404
cadmium	343139118314301
cadmium	335131118204501
cadmium	344703118095601
cadmium	334657118160005
cadmium	340027118071901
cadmium	335716118135101
cadmium	344910117532402
cadmium	335239118061506
cadmium	334657118160004
cadmium	335314118223801
cadmium	343600118260001
cadmium	344751118241801
cadmium	343932118144001
cadmium	335100118120404
cadmium	340703117421901
cadmium	344304118153101
cadmium	335314118221301
cadmium	340000118210001
cadmium	340700118130001
cadmium	340700117560001
cadmium	340207118413301
cadmium	343713117485101
cadmium	344112118093201
cadmium	341300118243801
cadmium	344836118221101
cadmium	11105410
cadmium	340800118160001
cadmium	340043118040001
cadmium	335235118175903
cadmium	335943118042214
cadmium	341735118112101
cadmium	340027118071903
cadmium	342900118190001
cadmium	344841118240301
cadmium	335337118113403
cadmium	11103010
cadmium	335943118042243
cadmium	341400118030001
cadmium	340400118240001
cadmium	344200118141001
cadmium	11107745
cadmium	334815118184705
cadmium	336626118255150
cadmium	343700118110001
cadmium	334737118101901
cadmium	335235118175901
cadmium	335943118042231
cadmium	340321118000501
cadmium	342600118170001
cadmium	335943118042206
cadmium	335131118204505
cadmium	335443118215502
cadmium	335100118120406
cadmium	334802118141804
cadmium	335723118245505
cadmium	342000117590001
cadmium	335943118042204
cadmium	335400118070001
cadmium	344241118094001
cadmium	344600118270001
cadmium	335440118081101
cadmium	344751118241921
cadmium	341900118190002
cadmium	340210118405401
cadmium	334445118125301
cadmium	340045118035501
cadmium	344730118224201
cadmium	335943118042228
cadmium	335943118042224
cadmium	343040118363801
cadmium	340742118144801
cadmium	344751118241925
cadmium	341900118070001
cadmium	334944118203302
cadmium	344504118050301
cadmium	341705118132401
cadmium	335943118042223
cadmium	335352118044001
cadmium	11080000
cadmium	335943118042219
cadmium	334944118203303
cadmium	335239118061502
cadmium	11080880
cadmium	344005118081801
cadmium	340027118071904
cadmium	335524118152001
cadmium	344042118130001
cadmium	335033118193103
cadmium	335938118110501
cadmium	335524118152004
cadmium	342240117495401
cadmium	335258118002404
cadmium	334747118132301
cadmium	11103000
cadmium	342800118280001
cadmium	335943118042247
cadmium	341800118010001
cadmium	342045118215201
cadmium	340715118055401
cadmium	344921117570601
cadmium	344000118270001
cadmium	335013118142503
cadmium	340152118273601
cadmium	341423117530201
cadmium	343122118024401
cadmium	340931118062901
cadmium	335555118204005
cadmium	340333117431001
cadmium	335943118042205
cadmium	343000118210001
cadmium	341400118130001
cadmium	342632118084501
cadmium	344910117533102
cadmium	335943118042227
cadmium	340158118412401
cadmium	343609118063801
cadmium	335236118232106
cadmium	335943118042215
cadmium	334944118203304
cadmium	344910117533101
cadmium	344548118092501
cadmium	344843118215601
cadmium	335209118082001
cadmium	340005118043304
cadmium	335215118102001
cadmium	344751118241915
cadmium	334815118184704
cadmium	335801118213103
cadmium	343800118300001
cadmium	341100118130001
cadmium	342000117580001
cadmium	335943118042207
cadmium	341200118240001
cadmium	340209118410301
cadmium	335517118081306
cadmium	340205118405301
cadmium	343300118280001
cadmium	334841118140001
cadmium	335943118042202
cadmium	334657118160002
cadmium	344400118350001
cadmium	335818118051201
cadmium	344740118223801
cadmium	335952118155605
cadmium	340300117480001
cadmium	341600118090001
cadmium	11082800
cadmium	335555118204004
cadmium	340400117530001
cadmium	340230118410401
cadmium	344729118224308
cadmium	341100118092001
chromium	340205118405901
chromium	344125118075801
chromium	335215118102001
chromium	335555118204001
chromium	340400118230001
chromium	341900118070001
chromium	334600117590001
chromium	340157118413102
chromium	344135118044801
chromium	11103000
chromium	340900117550001
chromium	335842118034103
chromium	341800118010001
chromium	335100118120405
chromium	335943118042220
chromium	342144118181601
chromium	335235118175904
chromium	344751118241921
chromium	335752118080201
chromium	344835117531302
chromium	341100118130001
chromium	340900118050001
chromium	335443118215505
chromium	335443118215506
chromium	344200118330001
chromium	335546118024302
chromium	343603118085501
chromium	344836118221101
chromium	340924118210201
chromium	335801118213102
chromium	335131118204503
chromium	335535118124002
chromium	344415118130301
chromium	335443118215503
chromium	340043118040001
chromium	335443118031905
chromium	335443118215504
chromium	344221118083401
chromium	335943118042206
chromium	343216117562601
chromium	340521117564201
chromium	334737118101903
chromium	342200118100001
chromium	335943118042210
chromium	335131118204506
chromium	335609118000101
chromium	335440118081101
chromium	335943118042246
chromium	335443118031904
chromium	335733118164701
chromium	344240118094201
chromium	335723118245503
chromium	335943118042242
chromium	344751118241925
chromium	335333118140603
chromium	335723118245504
chromium	335546118024303
chromium	335258118002405
chromium	340700118130001
chromium	341705118132401
chromium	335712118054901
chromium	335943118042202
chromium	334747118132303
chromium	10264120
chromium	335236118232106
chromium	340900118170001
chromium	340106118134804
chromium	334753118051905
chromium	335723118245502
chromium	335943118042228
chromium	344600118160001
chromium	344921117570601
chromium	335943118042225
chromium	342400117490001
chromium	344028118112601
chromium	335028118053907
chromium	335734118165601
chromium	335555118204002
chromium	11108000
chromium	334737118101904
chromium	335609118000201
chromium	342530118332501
chromium	341100118092001
chromium	335013118142501
chromium	344109118092201
chromium	335049118032904
chromium	344338118022501
chromium	335943118042231
chromium	341000118220001
chromium	340207118413301
chromium	10278300
chromium	343932118144001
chromium	335642118103703
chromium	341900118190001
chromium	334944118051601
chromium	335555118204004
chromium	342300117430001
chromium	335235118175901
chromium	344856117541801
chromium	344305118091801
chromium	340002118061301
chromium	335943118042244
chromium	342643117505201
chromium	335943118042207
chromium	334706118171701
chromium	335126118155803
chromium	335609118000102
chromium	11098000
chromium	334748118141901
chromium	335028118053903
chromium	334737118101905
chromium	340100118100001
chromium	335943118042249
chromium	344759118221301
chromium	344003118074901
chromium	341600118090001
chromium	341200118240001
chromium	343000118210001
chromium	340155118410201
chromium	335829118065201
chromium	335943118042217
chromium	335235118175903
chromium	342900118190001
chromium	344740118223801
chromium	341300118243801
chromium	335400118070001
chromium	344759118223101
chromium	335943118042201
chromium	340554118025901
chromium	335917118141004
chromium	340156118412001
chromium	340248118352401
chromium	340209118410301
chromium	335943118042215
chromium	343554118050501
chromium	335131118204502
chromium	335643118105801
chromium	344836118221104
chromium	334637118172701
chromium	335049118032901
chromium	335236118232103
chromium	334837118090301
chromium	335555118204007
chromium	11104000
chromium	344753118241701
chromium	344104118053101
chromium	343739117492101
chromium	335555118204003
chromium	335938118110501
chromium	340210118405401
chromium	334815118184702
chromium	342505118053701
chromium	343326117591701
chromium	344835117531303
chromium	341448118020001
chromium	335209118080101
chromium	334841118140001
chromium	340511118003101
chromium	343259117593101
chromium	340005118043301
chromium	343851118083801
chromium	340156118410601
chromium	335333118140605
chromium	342700118110001
chromium	341423117530201
chromium	340040118100905
chromium	342800118280001
chromium	343244118305801
chromium	335312118200704
chromium	344910117533106
chromium	335131118204501
chromium	340005118043303
chromium	344800118221308
chromium	334657118160001
chromium	335209118082001
chromium	335737118192502
chromium	340200118270001
chromium	334712118124301
chromium	344008118074701
chromium	344138117581901
chromium	340027118041501
chromium	340242118410501
chromium	335535118123901
chromium	341838118065201
chromium	344551117553101
chromium	335943118042208
chromium	11109550
chromium	335239118061505
chromium	334737118101902
chromium	340023118200201
chromium	344800118221304
chromium	335112118090405
chromium	335555118204006
chromium	335737118192501
chromium	335312118200701
chromium	334657118160005
chromium	340151118410101
chromium	335829118065203
chromium	335524118152003
chromium	344248118074701
chromium	335126118155804
chromium	335126118155801
chromium	335236118232107
chromium	11105500
chromium	344752118241901
chromium	344815118240401
chromium	335337118113405
chromium	344257118034901
chromium	335829118065202
chromium	335529118065501
chromium	335218118200901
chromium	343600118260001
chromium	343100118190001
chromium	335818118051206
chromium	335943118042224
chromium	335030118070001
chromium	334747118132301
chromium	334944118203301
chromium	335642118103701
chromium	335236118232102
chromium	336626118255150
chromium	334904118130305
chromium	335829118065205
chromium	334722118152301
chromium	335526118573201
chromium	344729118224308
chromium	335535118124001
chromium	340158118412401
chromium	334944118203303
chromium	344306118092601
chromium	335033118193104
chromium	340931118062901
chromium	335517118081305
chromium	334747118132304
chromium	344504118050301
chromium	335818118125301
chromium	335716118135103
chromium	343609118063801
chromium	344751118241903
chromium	340157118413103
chromium	335013118142502
chromium	335236118232105
chromium	334815118184704
chromium	335112118090401
chromium	11107745
chromium	343000118270001
chromium	335431118173101
chromium	335524118152002
chromium	335312118200705
chromium	335337118113404
chromium	343300118280001
chromium	343434117500801
chromium	340156118410701
chromium	344130118075701
chromium	335200118060001
chromium	335842118034104
chromium	335555118204005
chromium	335738118051301
chromium	335535118123904
chromium	340743117583201
chromium	334737118101906
chromium	335235118175905
chromium	343404117593101
chromium	344835117531301
chromium	340607118034801
chromium	335208118073801
chromium	335028118053905
chromium	340106118134802
chromium	344910117533104
chromium	341930117561301
chromium	340208118410101
chromium	340800117420001
chromium	334815118184701
chromium	334802118141801
chromium	335517118081303
chromium	334753118051906
chromium	334837118085701
chromium	335733118164704
chromium	335818118051202
chromium	344729118224304
chromium	340552117584003
chromium	340300117480001
chromium	344751118241801
chromium	340106118134803
chromium	343144117572901
chromium	335028118053908
chromium	343122118024401
chromium	344044118125701
chromium	334826118161003
chromium	340742118144801
chromium	335817118051301
chromium	334657118160004
chromium	335810118070201
chromium	334445118125301
chromium	335049118032906
chromium	335314118142901
chromium	335013118142503
chromium	344600118270001
chromium	335600118150001
chromium	335535118123906
chromium	334900118140001
chromium	341100118010001
chromium	335236118232104
chromium	335535118123902
chromium	342045118215201
chromium	335943118042221
chromium	334615118131002
chromium	344400118350001
chromium	343515118101401
chromium	344636118320801
chromium	335112118090404
chromium	335859118045001
chromium	335800118230001
chromium	344910117533103
chromium	335500118200001
chromium	334837118085704
chromium	342548118352401
chromium	340027118071903
chromium	335943118042214
chromium	335943118042229
chromium	343331118014901
chromium	344829118222801
chromium	344910117533105
chromium	342300118040001
chromium	342623118190401
chromium	340206118410701
chromium	343752118012001
chromium	340148118030901
chromium	335312118200706
chromium	344751118241901
chromium	335352118044001
chromium	344112118093201
chromium	334751118131902
chromium	340835118055401
chromium	342422118401702
chromium	335943118042216
chromium	342000117590001
chromium	344103118035501
chromium	343522118095701
chromium	344751118241915
chromium	340800117460001
chromium	335943118042226
chromium	341400117490001
chromium	344700118360001
chromium	344209118183801
chromium	341900117490001
chromium	335849118112202
chromium	335858118183301
chromium	340321118000501
chromium	335935118042901
chromium	342000117580001
chromium	334815118184703
chromium	344849117545801
lead	344910117532402
lead	341400117490001
lead	334815118184701
lead	343953118041901
lead	343523118095501
lead	340200118270001
lead	335555118204005
lead	335744118035101
lead	344849117545801
lead	335716118135101
lead	340618117573401
lead	334815118184704
lead	344730118224201
lead	341400118030001
lead	344753118241801
lead	341900118070001
lead	344835117531303
lead	340205118405901
lead	340205118410101
lead	335800118230001
lead	335943118042243
lead	344112118093201
lead	341600118090001
lead	335938118110501
lead	335858118183301
lead	344752118241901
lead	335943118042218
lead	340931118062901
lead	335943118042242
lead	335302118072201
lead	335943118042209
lead	340300117480001
lead	335609118000102
lead	340203118410701
lead	11104000
lead	335943118042225
lead	340233118011301
lead	335943118042210
lead	335943118042213
lead	335943118042245
lead	341100118010001
lead	335801118213103
